Polar "DU-06-W-200_Re0.800_M0.00_N9.0 360 M" on Foil "DU-06-W-200" :: generated by QBlade
Converted from QBlade export: Polar "DU-06-W-200_Re0.800_M0.00_N9.0 360 M" on Foil "DU-06-W-200" :: generated by QBlade
line
   1        Number of airfoil tables in this file
   1.0     Reynolds numbers in millions
 0.0      Control setting
 0.0      Stall angle (deg)
 0.0      Zero lift angle of attack (deg)
 0.0      Cn slope for zero lift (dimensionless)
 0.0000      Cn at stall value for positive angle of attack
 0.0000      Cn at stall value for negative angle of attack
 0.0      Angle of attack for minimum CD (deg)
   0.00     Minimum CD value
 -180.00   -0.0238   0.0060   -0.0095
 -179.00    0.0372   0.0065   0.0148
 -178.00    0.0854   0.0080   0.0338
 -177.00    0.1244   0.0105   0.0491
 -176.00    0.1572   0.0141   0.0618
 -175.00    0.1862   0.0186   0.0730
 -174.00    0.2131   0.0241   0.0834
 -173.00    0.2387   0.0306   0.0932
 -172.00    0.2636   0.0380   0.1028
 -171.00    0.2882   0.0465   0.1122
 -170.00    0.3125   0.0559   0.1215
 -169.00    0.3366   0.0662   0.1308
 -168.00    0.3605   0.0775   0.1401
 -167.00    0.3841   0.0897   0.1492
 -166.00    0.4073   0.1028   0.1583
 -165.00    0.4302   0.1167   0.1673
 -164.00    0.4526   0.1316   0.1762
 -163.00    0.4744   0.1473   0.1850
 -162.00    0.4957   0.1638   0.1936
 -161.00    0.5164   0.1812   0.2021
 -160.00    0.5364   0.1993   0.2105
 -159.00    0.5557   0.2182   0.2187
 -158.00    0.5742   0.2378   0.2267
 -157.00    0.5919   0.2582   0.2346
 -156.00    0.6088   0.2793   0.2424
 -155.00    0.6249   0.3010   0.2499
 -154.00    0.6400   0.3234   0.2573
 -153.00    0.6543   0.3464   0.2645
 -152.00    0.6676   0.3699   0.2716
 -151.00    0.6800   0.3941   0.2784
 -150.00    0.6914   0.4187   0.2851
 -149.00    0.7018   0.4439   0.2917
 -148.00    0.7113   0.4695   0.2981
 -147.00    0.7197   0.4956   0.3043
 -146.00    0.7272   0.5221   0.3103
 -145.00    0.7336   0.5489   0.3163
 -144.00    0.7390   0.5761   0.3220
 -143.00    0.7433   0.6036   0.3276
 -142.00    0.7467   0.6314   0.3330
 -141.00    0.7490   0.6594   0.3383
 -140.00    0.7503   0.6876   0.3435
 -139.00    0.7506   0.7160   0.3485
 -138.00    0.7499   0.7445   0.3534
 -137.00    0.7482   0.7731   0.3582
 -136.00    0.7454   0.8018   0.3628
